Name,INJ_1,INJ_2,INJ_3,INJ_4,INJ_5,INJ_6,INJ_7,INJ_8,INJ_9,INJ_10,INJ_11,INJ_12,INJ_13,INJ_14,INJ_15,INJ_16,Team,Year
Michael Ola,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Lions,2016
Chris Owens,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,Lions,2016
Brandon Pettigrew,0,1,1,1,0,0,1,0,0,0,0,0,0,1,1,1,Lions,2016
Matt Prater,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Lions,2016
Glover Quin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Lions,2016
Caraun Reid,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Lions,2016
Theo Riddick,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Lions,2016
Corey Robinson,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,Lions,2016
Darius Slay,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Lions,2016
Matthew Stafford,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Lions,2016
Travis Swanson,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,Lions,2016
Darryl Tapp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Lions,2016
Golden Tate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Lions,2016
Stephen Tulloch,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Lions,2016
LaAdrian Waddle,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Lions,2016
Tyrunn Walker,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,Lions,2016
Larry Warford,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,Lions,2016
Tahir Whitehead,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Lions,2016
Josh Wilson,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,Lions,2016
Gabe Wright,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,Lions,2016
Zach Zenner,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,Lions,2016
Mike Adams,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,Colts,2016
Daniel Adongo,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Colts,2016
Dwayne Allen,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,Colts,2016
Colt Anderson,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,Colts,2016
Henry Anderson,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,Colts,2016
Vick Ballard,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Colts,2016
Ahmad Bradshaw,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,Colts,2016
Jalil Brown,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,Colts,2016
Darius Butler,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Colts,2016
Anthony Castonzo,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,Colts,2016
Trent Cole,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,Colts,2016
Vontae Davis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Colts,2016
Phillip Dorsett,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,Colts,2016
Jack Doyle,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Colts,2016
Jerrell Freeman,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,Colts,2016
Clayton Geathers,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Colts,2016
Frank Gore,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Colts,2016
Winston Guy,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,Colts,2016
Matt Hasselbeck,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Colts,2016
Todd Herremans,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Colts,2016
Dan Herron,1,1,1,1,1,0,0,1,1,1,0,0,0,0,0,0,Colts,2016
T.Y. Hilton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Colts,2016
Khaled Holmes,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,Colts,2016
Nate Irving,0,0,0,0,0,1,0,1,1,0,0,0,1,1,1,1,Colts,2016
D'Qwell Jackson,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Colts,2016
Andre Johnson,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Colts,2016
Arthur Jones,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Colts,2016
Kendall Langford,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Colts,2016
Lance Louis,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Colts,2016
Andrew Luck,0,0,0,1,1,0,0,0,0,1,1,1,1,1,1,1,Colts,2016
Robert Mathis,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Colts,2016
Josh McNary,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,Colts,2016
Jack Mewhort,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Colts,2016
Tevin Mitchel,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Colts,2016
Donte Moncrief,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Colts,2016
Sio Moore,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,Colts,2016
Jonathan Newsome,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Colts,2016
Sheldon Price,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Colts,2016
Josh Robinson,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Colts,2016
D'Joun Smith,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,Colts,2016
Hugh Thornton,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Colts,2016
Greg Toler,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,Colts,2016
Tyler Varga,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,Colts,2016
Erik Walden,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Colts,2016
Bjoern Werner,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Colts,2016
Griff Whalen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,Colts,2016
Charlie Whitehurst,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Colts,2016
Billy Winn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,Colts,2016
Tyson Alualu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Jaguars,2016
Thurston Armbrister,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Jaguars,2016
Zane Beadles,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Jaguars,2016
Arrelious Benn,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Jaguars,2016
Michael Bennett,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,Jaguars,2016
Blake Bortles,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Jaguars,2016
Luke Bowanko,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Jaguars,2016
Andre Branch,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Jaguars,2016
Sergio Brown,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Jaguars,2016
A.J. Cann,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Jaguars,2016
Chris Clemons,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Jaguars,2016
Aaron Colvin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Jaguars,2016
Jonathan Cyprien,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Jaguars,2016
Ryan Davis,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,Jaguars,2016
Josh Evans,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Jaguars,2016
Toby Gerhart,1,1,0,0,0,0,0,0,1,0,0,1,1,1,1,1,Jaguars,2016
Corey Grant,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,Jaguars,2016
Dwayne Gratz,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,Jaguars,2016
Rashad Greene,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,Jaguars,2016
Clay Harbor,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Jaguars,2016
Evander Hood,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,Jaguars,2016
Davon House,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Jaguars,2016
Allen Hurns,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Jaguars,2016
Nic Jacobs,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,Jaguars,2016
Luke Joeckel,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Jaguars,2016
Abry Jones,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Jaguars,2016
Marqise Lee,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,Jaguars,2016
Marcedes Lewis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Jaguars,2016
Brandon Linder,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,Jaguars,2016
Craig Loston,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Jaguars,2016
John Lotulelei,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Jaguars,2016
Sen'Derrick Marks,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,Jaguars,2016
Demetrius McCray,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Jaguars,2016
Roy Miller,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Jaguars,2016
Jason Myers,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Jaguars,2016
Jared Odrick,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Jaguars,2016
Jermey Parnell,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Jaguars,2016
Bernard Pierce,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,Jaguars,2016
Paul Posluszny,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Jaguars,2016
Hayes Pullard,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Jaguars,2016
LaRoy Reynolds,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Jaguars,2016
Allen Robinson,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Jaguars,2016
Denard Robinson,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,Jaguars,2016
James Sample,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,Jaguars,2016
Tyler Shatley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Jaguars,2016
Dan Skuta,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,Jaguars,2016
Telvin Smith,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,Jaguars,2016
Neal Sterling,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Jaguars,2016
Julius Thomas,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Jaguars,2016
Peyton Thompson,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Jaguars,2016
Bryan Walters,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,Jaguars,2016
Tony Washington,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,Jaguars,2016
Josh Wells,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Jaguars,2016
T.J. Yeldon,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,Jaguars,2016
Sam Young,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Jaguars,2016
Oday Aboushi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Texans,2016
Jeff Adams,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Texans,2016
Lonnie Ballentine,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,Texans,2016
Alfred Blue,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Texans,2016
A.J. Bouye,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Texans,2016
Brandon Brooks,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Texans,2016
Duane Brown,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Texans,2016
Max Bullough,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Texans,2016
Chris Clark,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Texans,2016
Reshard Cliett,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Texans,2016
Jadeveon Clowney,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,Texans,2016
Christian Covington,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Texans,2016
Jared Crick,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Texans,2016
Brian Cushing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Texans,2016
B.J. Daniels,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Texans,2016
Quintin Demps,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,Texans,2016
Akeem Dent,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,Texans,2016
Kurtis Drummond,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Texans,2016
C.J. Fiedorowicz,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Texans,2016
Arian Foster,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,Texans,2016
Ryan Griffin,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,Texans,2016
Jonathan Grimes,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,Texans,2016
Andre Hal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Texans,2016
DeAndre Hopkins,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Texans,2016
Brian Hoyer,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,Texans,2016
Kareem Jackson,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,Texans,2016
Charles James,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Texans,2016
Kevin Johnson,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Texans,2016
Ben Jones,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Texans,2016
Johnathan Joseph,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Texans,2016
Shane Lechler,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Texans,2016
Ryan Mallett,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Texans,2016
Greg Mancz,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,Texans,2016
Benardrick McKinney,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,Texans,2016
Whitney Mercilus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Texans,2016
Mike Mohamed,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Texans,2016
Rahim Moore,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Texans,2016
Derek Newton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Texans,2016
Nick Novak,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Texans,2016
Jeoffrey Pagan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Texans,2016
Brian Peters,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Texans,2016
Eddie Pleasant,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Texans,2016
Chris Polk,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Texans,2016
Jay Prosch,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Texans,2016
David Quessenberry,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Texans,2016
Tom Savage,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Texans,2016
Cecil Shorts,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,1,Texans,2016
John Simon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Texans,2016
Jaelen Strong,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Texans,2016
Xavier Su'a-Filo,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Texans,2016
Carlos Thompson,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,Texans,2016
Nate Washington,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,Texans,2016
J.J. Watt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Texans,2016
Vince Wilfork,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Texans,2016
T.J. Yates,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,Texans,2016
Antonio Andrews,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Titans,2016
David Bass,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Titans,2016
Zach Brown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Titans,2016
David Cobb,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,Titans,2016
Chase Coffman,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Titans,2016
Perrish Cox,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,Titans,2016
Yannick Cudjoe-Virgil,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,Titans,2016
Harry Douglas,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,Titans,2016
Anthony Fasano,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Titans,2016
Jalston Fowler,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Titans,2016
Andy Gallik,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Titans,2016
Michael Griffin,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Titans,2016
Brandon Harris,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Titans,2016
Sammie Lee Hill,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,Titans,2016
Marqueston Huff,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Titans,2016
Justin Hunter,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,Titans,2016
Taylor Lewan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Titans,2016
Marcus Mariota,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,Titans,2016
Mike Martin,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,Titans,2016
Dexter McCluster,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,Titans,2016
Jason McCourty,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,Titans,2016
Derrick Morgan,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,Titans,2016
Deiontrez Mount,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Titans,2016
Cody Riggs,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Titans,2016
Brian Schwenke,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,Titans,2016
Da'Norris Searcy,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Titans,2016
Phillip Supernaw,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Titans,2016
Delanie Walker,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Titans,2016
Chance Warmack,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Titans,2016
Avery Williamson,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Titans,2016
Al Woods,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,Titans,2016
Wesley Woodyard,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Titans,2016
Blidi Wreh-Wilson,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,Titans,2016
Kendall Wright,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,1,Titans,2016
Jahleel Addae,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Chargers,2016
Keenan Allen,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,Chargers,2016
Jeremiah Attaochu,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Chargers,2016
King Dunlap,0,0,0,1,1,1,0,0,1,0,1,1,0,1,1,1,Chargers,2016
Kyle Emanuel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Chargers,2016
Brandon Flowers,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,Chargers,2016
Malcom Floyd,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Chargers,2016
D.J. Fluker,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,Chargers,2016
Orlando Franklin,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,1,Chargers,2016
Antonio Gates,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Chargers,2016
Melvin Gordon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,Chargers,2016
Ladarius Green,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,Chargers,2016
Chris Hairston,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Chargers,2016
Javontee Herndon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Chargers,2016
Dontrelle Inman,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Chargers,2016
Steve Johnson,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,Chargers,2016
Jacoby Jones,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Chargers,2016
Sean Lissemore,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,Chargers,2016
Corey Liuget,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,Chargers,2016
Craig Mager,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,Chargers,2016
Branden Oliver,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,Chargers,2016
Denzel Perryman,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,Chargers,2016
Darius Philon,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,Chargers,2016
Philip Rivers,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Chargers,2016
Patrick Robinson,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Chargers,2016
Trevor Robinson,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Chargers,2016
Darrell Stuckey,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Chargers,2016
Manti Te'o,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,Chargers,2016
Johnnie Troutman,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Chargers,2016
Jason Verrett,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,Chargers,2016
Chris Watt,0,0,0,1,0,1,1,0,1,1,1,1,1,1,1,1,Chargers,2016
Eric Weddle,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,Chargers,2016
Steve Williams,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,Chargers,2016
Tourek Williams,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,Chargers,2016
Nate Allen,0,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,Raiders,2016
Larry Asante,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Raiders,2016
Denico Autry,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,Raiders,2016
Neiron Ball,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,Raiders,2016
Derek Carr,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Raiders,2016
T.J. Carrie,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Raiders,2016
Chimdi Chekwa,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Raiders,2016
Jon Condo,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,Raiders,2016
Amari Cooper,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Raiders,2016
Michael Crabtree,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Raiders,2016
Andre Debose,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Raiders,2016
Mario Edwards,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,Raiders,2016
Justin Ellis,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,Raiders,2016
Jimmy Hall,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Raiders,2016
Shelby Harris,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Raiders,2016
D.J. Hayden,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Raiders,2016
Ben Heeney,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Raiders,2016
Andre Holmes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Raiders,2016
Austin Howard,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Raiders,2016
Rodney Hudson,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,Raiders,2016
Taiwan Jones,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,Raiders,2016
Khalil Mack,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Raiders,2016
Benson Mayowa,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Raiders,2016
Taylor Mays,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Raiders,2016
Keith McGill,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,Raiders,2016
Latavius Murray,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Raiders,2016
Jamize Olawale,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Raiders,2016
Seth Roberts,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Raiders,2016
Lee Smith,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Raiders,2016
Neiko Thorpe,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,Raiders,2016
Korey Toomer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Raiders,2016
Justin Tuck,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,Raiders,2016
Clive Walford,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Raiders,2016
Menelik Watson,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Raiders,2016
C.J. Wilson,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Raiders,2016
Charles Woodson,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Raiders,2016
Husain Abdullah,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,Chiefs,2016
D.J. Alexander,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Chiefs,2016
Jeff Allen,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,Chiefs,2016
Jason Avant,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Chiefs,2016
Allen Bailey,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,Chiefs,2016
